gene	FCH1	FCH2	FCH3	FTH1	FTH2	FTH3	FCNT1	FCNT2	FCNT3	FTNT1	FTNT2	FTNT3	MCH1	MCH2	MCH3	MTH1	MTH2	MTH3	MCNT1	MCNT2	MCNT3	MTNT1	MTNT2	MTNT3
gene:ENSTGUG00000003060	13.1803	25.2483	13.1276	15.5121	21.3033	26.5846	20.0545	18.3031	12.2204	18.7303	19.5181	17.9485	15.962	15.9604	19.3346	18.197	14.9498	17.368	16.5955	14.5276	16.5517	17.3937	19.1945	14.4413
gene:ENSTGUG00000003061	79.9789	91.1832	78.3082	71.3223	54.81	86.0149	91.44	68.9268	92.1182	97.9347	57.394	85.2912	63.4943	75.4145	77.2302	50.4757	61.4912	61.6939	57.3574	55.2112	45.5257	46.1954	129.654	77.1726
gene:ENSTGUG00000003062	11.8074	8.89056	8.43434	10.8751	4.8657	1.69196	8.16836	9.12547	9.07228	11.6589	9.16575	6.10369	22.0052	6.22635	7.48885	3.67943	6.87718	5.34638	21.6194	7.43827	4.67888	7.58656	10.0928	7.4331
gene:ENSTGUG00000003063	48.8654	54.3938	68.588	63.9532	53.7951	57.8106	44.0867	41.6457	60.2695	56.5804	46.1048	50.1868	39.0217	64.8252	60.3049	57.0858	47.221	68.911	39.9045	47.2926	42.3594	41.3998	34.2221	47.4705
gene:ENSTGUG00000003064	3.88681	0.91998	3.28118	0	3.24729	1.20582	2.23457	1.62265	3.3576	1.73706	1.31914	1.58412	1.86299	2.04843	2.93681	1.38191	0	1.16606	4.90441	0.878063	1.97532	1.65758	8.51541	0
gene:ENSTGUG00000003065	278.054	426.366	175.777	324.873	341.214	623.326	508.253	878.634	187.867	599.049	821.525	393.023	272.756	426.266	401.072	1172.39	1026.52	531.839	408.786	949.089	944.333	567.156	195.052	763.966
gene:ENSTGUG00000003066	23.094	21.4484	22.0555	24.2648	31.7304	15.2758	20.468	27.4819	18.2536	33.7122	38.966	24.1639	35.0423	29.2273	28.1514	103.471	49.2476	43.8152	40.4487	60.3446	54.0524	35.7932	22.0371	66.6149
gene:ENSTGUG00000003067	0.579791	0.989372	1.73335	2.66415	1.38772	0	3.61132	2.67253	3.75313	2.07831	2.11017	1.43138	4.9474	1.11833	0.998824	0.91644	2.11248	0.448479	4.76386	0.755716	2.52454	1.97852	10.5975	1.13487
gene:ENSTGUG00000003068	44.3557	172.486	82.9731	97.1482	107.741	57.1171	180.23	65.5037	52.5427	162.352	120.138	148.789	54.7403	129.227	177.436	177.071	137.198	173.619	55.3354	140.46	120.584	85.2005	25.0214	145.652
gene:ENSTGUG00000003069	0.988815	0.342444	0.734442	1.2456	1.72518	0.0915163	0.975895	1.04407	1.72136	1.16229	2.01708	0.789824	2.58615	0.316144	0.346084	0.152532	0.299987	0.459816	2.90442	1.24539	1.17224	1.05058	1.89666	0.598385
gene:ENSTGUG00000003070	0.39343	0.304227	0.0577735	0	0.268875	0	0.252224	0.18484	0.27629	0	0.503622	0.0806501	0.473877	0.242628	0.271358	0	0.219009	0.131943	0.360762	0.108608	0.358104	0.0771931	0.582887	0.185814
gene:ENSTGUG00000003071	48.7157	54.8023	40.972	53.083	67.0257	203.077	49.6385	48.7021	47.7048	50.8667	61.0929	49.1971	67.7452	70.5751	63.0439	201.611	126.655	91.0634	76.6507	108.691	106.96	109.262	109.766	133.022
gene:ENSTGUG00000003072	7.52211	10.252	13.2366	10.954	9.59822	1.73032	12.4353	9.03857	16.5299	10.8507	12.2999	12.4441	12.2279	12.5605	15.7304	6.98697	19.023	9.24149	15.1215	12.5184	12.41	6.89368	18.9344	18.5872
gene:ENSTGUG00000003073	35.4255	43.4166	48.8545	44.0256	39.1559	20.5135	49.9472	46.5845	43.9426	53.1802	50.4259	50.5644	41.6896	47.5926	46.4743	46.7948	42.6135	50.1037	41.2141	46.966	41.7632	43.8442	37.2622	50.2188
gene:ENSTGUG00000003074	8.98096	3.1175	5.69861	3.38532	2.99229	0.141512	4.90249	2.4984	9.37317	5.42692	5.63168	3.07699	10.1167	5.7582	3.51491	5.14293	6.45104	3.84163	8.89039	7.76801	4.5271	3.02372	6.57063	9.16971
gene:ENSTGUG00000003076	26.6575	106.343	62.4144	41.712	36.4577	2.85715	83.7933	109.026	48.083	66.2467	68.1764	74.1361	47.302	58.6083	110.104	75.6972	74.9813	86.8567	48.2424	63.2188	95.6977	63.2131	90.955	117.313
gene:ENSTGUG00000003077	49.2678	82.7127	61.4377	66.6963	94.6578	47.8428	59.9689	72.2845	39.1771	85.5538	95.3832	88.2661	75.1056	89.2984	102.207	164.149	108.895	124.678	87.5708	126.593	150.064	104.692	39.6077	111.469
gene:ENSTGUG00000003078	16.4305	29.2688	34.4629	33.6484	23.2959	6.88982	27.0382	19.2504	12.3208	24.5113	11.6018	35.4058	16.22	28.2527	36.5357	13.5749	12.7034	31.5346	23.0763	16.0887	13.0068	18.1977	17.0384	10.9828
gene:ENSTGUG00000003079	4.71323	4.77358	6.52879	11.2441	7.1332	1.38208	3.15344	4.31477	8.92235	5.15571	2.84714	2.15431	2.20057	5.30378	5.81355	3.2415	2.90986	5.08624	3.86765	5.46781	3.98001	4.02423	10.5978	3.4773
gene:ENSTGUG00000003080	48.2857	114.262	104.882	40.7866	54.478	15.0221	152.251	131.382	82.9294	107.071	100.657	100.916	60.3722	100.071	150.515	92.0974	115.534	94.8365	64.2907	85.3062	114.904	77.8738	189.06	151.785
gene:ENSTGUG00000003081	40.4581	95.14	23.6206	34.4075	29.9714	59.6958	80.6156	51.0896	32.6292	51.627	50.3262	49.8452	45.0341	38.7473	52.5593	80.7162	56.5874	46.3309	56.203	62.6408	61.0448	37.5642	72.564	69.5139
gene:ENSTGUG00000003082	60.4946	51.9238	73.383	64.1773	49.6558	37.3237	66.4954	65.0907	90.9164	61.6745	71.0538	71.8523	44.8411	71.0755	71.9111	42.9067	85.3505	48.2845	44.2816	63.4115	55.0678	42.1259	83.2197	81.0833
gene:ENSTGUG00000003083	70.7939	57.0183	73.5501	87.5591	88.2191	91.1587	96.0763	82.283	79.3233	90.1638	100.277	91.5899	73.1688	82.0404	67.3583	102.974	83.2132	91.1246	68.0131	88.19	92.1272	88.0541	29.4833	94.0408
gene:ENSTGUG00000003084	0.276777	0.182839	0.330656	0.346788	0.621959	0.949427	0.232397	0.200498	0.17947	0.133472	0.383001	0.496766	0.576645	0.516566	0.325188	0.0530337	0.51052	0.0755492	0.4134	0.050677	0.0922769	0.27083	0.486564	0.0461346
gene:ENSTGUG00000003085	30.5539	36.0757	45.5256	45.8863	28.7514	18.1775	51.701	51.7569	36.7501	55.3898	43.9524	51.8427	38.7496	45.033	45.0119	35.4016	41.3642	43.8298	38.864	36.3886	34.8087	34.0824	36.6382	45.7618
gene:ENSTGUG00000003086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSTGUG00000003087	0.336384	0.113175	0.0997681	0.059754	0.493843	0.137675	0.209652	0.142565	0.148848	0.106832	0.124264	0.528179	0.0364679	0.142572	0.0683333	0.208232	0.158572	0.0934944	0.0601267	0.260283	0.0788157	0.316505	0.240893	0.12767
gene:ENSTGUG00000003088	0.841708	2.25415	2.04806	2.76187	1.68727	1.26041	1.5523	1.83503	0.53244	2.42037	2.59091	3.36239	0.8424	2.34502	3.16648	1.66217	1.06196	2.41468	0.944113	1.53937	1.41191	1.17218	1.27342	2.14069
gene:ENSTGUG00000003089	26.9386	17.5448	20.5855	32.2018	22.1417	5.54045	22.2738	16.2295	31.4386	21.5274	20.7444	10.7099	13.2611	25.4824	28.1566	11.1319	18.536	13.7857	15.4946	23.0768	17.6761	13.9561	38.7237	14.8029
gene:ENSTGUG00000003091	0	0	0.320805	0	0	0	0	0.34528	0	0.448476	0	0	0	0	0.283137	0.271625	0	0	0.523992	0	0	0	1.12934	0
gene:ENSTGUG00000003092	385.051	292.583	414.894	266.766	295.956	386.248	275.416	373.003	343.454	317.999	340.256	350.102	347.287	308.802	314.507	302.664	300.695	301.977	313.621	274.089	289.523	381.32	379.735	316.437
gene:ENSTGUG00000003093	2.79763	11.4438	5.86679	3.51574	5.60762	1.73433	11.8278	7.00557	2.78948	6.43696	8.13214	10.9924	4.28	5.03711	13.334	4.37183	2.84907	9.29313	5.39663	5.78989	7.30884	3.7816	5.2724	5.4015
gene:ENSTGUG00000003094	0	0.150206	0.164808	0	0.427463	0	0	0.541907	0.548537	0	0.200824	0	0.405425	0.166853	0	0	0	0	0.154976	0	0	0.316538	1.30228	0
gene:ENSTGUG00000003095	95.076	196.272	125.124	157.331	89.6831	10.9356	153.687	263.755	144.254	242.799	319.833	223.744	86.7808	179.194	232.969	182.893	286.021	130.062	78.307	291.164	286.704	117.297	97.8474	352.908
gene:ENSTGUG00000003096	66.985	29.9121	192.941	69.3654	88.6856	18.3182	83.4879	275.373	96.3742	225.117	100.891	115.831	176.441	74.4913	98.6304	55.4966	71.5705	93.1527	295.511	21.9181	41.9936	65.277	158.672	32.4595
gene:ENSTGUG00000003097	10.4691	9.42102	20.3005	18.708	17.9809	15.0554	14.7727	35.3209	10.9945	18.6519	11.1523	20.7317	28.0975	11.7944	10.7055	9.14269	6.03163	12.0768	40.6422	7.636	8.93269	13.4855	51.8693	5.07437
gene:ENSTGUG00000003098	44.2215	37.0554	38.4452	39.3577	21.5407	18.1663	39.8619	31.0931	54.9452	36.9679	30.494	37.4065	40.8128	38.283	34.2224	31.1263	37.9569	26.5532	29.3459	31.7348	23.642	32.5891	41.3903	36.709
gene:ENSTGUG00000003099	0.866108	0.245474	1.00013	0.277921	0.949326	0.264186	0.122997	0.324653	0.217497	0.218284	0.237688	0.0659537	0.32123	0.10352	0.315462	0.299804	0	0.23521	0.258516	0.6557	0.258388	0.456143	5.26287	0.306895
gene:ENSTGUG00000003100	36.7947	45.5256	47.1327	45.8002	41.5142	79.3339	45.6394	37.1111	40.6674	43.6022	34.7232	40.8299	39.4987	41.9629	38.558	42.8829	35.8464	41.2306	41.9085	42.0724	28.8473	46.1135	48.8391	40.9852
gene:ENSTGUG00000003101	65.0721	95.5706	59.0531	50.25	57.8437	24.2488	105.425	87.094	63.2179	98.3607	88.4878	76.6724	59.2708	89.3255	88.5782	101.969	88.5578	67.0763	66.6918	93.0038	108.786	96.6707	68.997	113.191
gene:ENSTGUG00000003102	0.294266	0.0585562	0.22446	0.128894	0.0909696	0.289066	0.2482	0	0.491838	0.112536	0.459829	0.202091	0.159256	0.150837	0.0665947	0.128101	0	0.0954279	0	0	0.0818435	0.119525	0.22299	0
gene:ENSTGUG00000003103	1.26182	0.278333	0.16174	0.800263	0.984699	0.725567	2.0305	0.623631	0.238245	0.397217	1.07688	0.395712	0	0.565527	0.215206	0.956937	0.311241	0.142477	0.19998	2.1313	1.6663	0.36056	0.265073	0.742476
gene:ENSTGUG00000003104	0.0565569	0.0554913	0.0692414	0	0.0857448	0	0	0	0	0	0	0	0	0	0.18036	0	0	0	0.0587537	0.129609	0	0	0.0859707	0
gene:ENSTGUG00000003105	14.3019	16.3782	9.99782	13.0922	9.8557	4.36446	12.074	17.1547	15.3758	10.9642	9.62765	4.03537	31.493	17.5977	12.423	11.0489	19.3903	16.1783	27.428	15.225	8.63322	8.76218	60.0751	25.9431
gene:ENSTGUG00000003106	13.1941	7.68726	33.9076	28.1266	9.88376	27.0162	8.21701	9.23003	43.7611	15.0631	10.4326	22.0769	46.9627	41.0866	9.69968	13.9739	10.9422	8.68119	31.8045	22.7269	15.9892	36.6566	27.1995	10.8334
gene:ENSTGUG00000003108	27.6696	14.5726	34.1866	30.2048	10.9856	5.30436	17.9154	16.9475	51.5597	20.6531	20.1572	27.3327	50.504	41.9613	15.737	14.7592	17.5483	8.61317	29.4828	18.9908	13.9694	43.5064	70.3815	12.6482
gene:ENSTGUG00000003109	0.125579	0.11775	0.258364	0.0928235	0.0631135	0.172052	0.0598175	0.111764	0.28941	0.0802189	0.328586	0.430926	0.165711	0.107358	0.140806	0.132661	0.477169	0.340577	0.329269	0.297624	0.0576598	0.0817573	0.137609	0.0544956
gene:ENSTGUG00000003110	29.8745	36.3985	29.842	37.71	29.9866	16.5591	33.8099	38.5159	30.4507	32.5235	34.7207	32.3237	34.4808	35.8665	37.8877	32.9609	39.3613	28.4767	35.651	42.8535	35.5013	25.9054	70.4355	40.3879
gene:ENSTGUG00000003111	29.2392	9.37585	9.72242	21.3375	11.0423	71.633	7.00956	0.464196	41.2043	7.15316	2.41784	9.56594	49.7833	19.1972	13.6904	2.05171	2.61099	6.29107	17.1763	4.34197	9.74194	24.5498	23.7731	6.67952
gene:ENSTGUG00000003112	10.6125	12.5767	18.8558	9.37732	11.2978	11.6837	14.913	12.4404	14.5924	12.0611	13.4469	15.93	11.657	16.5691	17.0959	12.6055	9.3975	13.4299	13.7382	12.8229	15.4177	12.4147	12.2482	13.3509
gene:ENSTGUG00000003113	31.08	23.6256	43.1114	18.4664	33.2493	48.7794	31.4858	32.9007	48.945	25.8963	37.6023	20.6563	18.5013	25.7151	59.2558	46.0444	30.8381	20.5241	15.4885	22.3778	47.5177	55.1539	28.2988	34.7519
gene:ENSTGUG00000003114	36.1314	50.5207	53.4172	52.0803	44.4613	8.41383	42.3402	62.4556	45.4215	56.717	43.6779	58.6315	60.7288	46.8735	46.4324	53.7243	58.813	53.2056	55.991	49.8637	36.4289	41.9683	79.5481	65.4209
gene:ENSTGUG00000003115	3.00931	27.817	5.66387	14.8633	17.1687	6.03507	17.7111	19.8522	2.23995	32.106	38.7875	18.971	4.20757	15.7829	24.6002	28.3321	29.8573	23.053	3.75289	48.0232	39.8777	8.97678	6.10078	40.4224
gene:ENSTGUG00000003116	27.6385	25.4387	22.6251	23.8726	22.7563	54.6566	23.0266	27.1688	27.183	22.6563	23.8722	20.9194	27.7036	22.6956	21.6041	26.4508	21.7218	22.3418	25.3729	23.3695	28.1011	30.1824	27.6622	21.9355
gene:ENSTGUG00000003117	386.05	301.268	289.078	345.537	183.622	18.275	277.475	485.087	458.669	487.879	412.847	213.335	448.448	371.734	431.104	298.416	613.879	307.105	416.518	533.091	459.573	148.87	324.927	727.217
gene:ENSTGUG00000003118	15.3382	18.3426	17.3345	15.4868	13.2218	1.00059	16.9068	23.1982	19.0892	21.6956	18.0578	14.3985	18.9931	20.0809	26.0446	10.9454	22.7374	15.3677	18.0436	16.7108	14.5495	9.03114	34.2823	22.1598
gene:ENSTGUG00000003119	291.477	237.121	170.269	206.216	210.395	582.146	197.726	182.158	245.058	124.033	162.061	170.502	227.794	175.556	153.836	212.46	186.544	215.218	214.959	199.278	242.724	283.899	179.954	166.342
gene:ENSTGUG00000003120	16.3946	19.0796	20.8391	16.1284	18.5799	28.5512	19.3616	20.023	16.1897	19.7721	21.9421	22.9342	15.7995	19.5556	18.9788	25.5667	19.7188	19.5608	17.6651	20.6018	16.8894	22.2995	26.3927	22.8244
gene:ENSTGUG00000003121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSTGUG00000003122	15.4237	6.94934	12.4481	15.7114	11.7141	2.95022	5.67369	8.13108	7.86813	5.81777	4.07382	5.32473	25.7347	6.7736	8.85524	2.8958	2.84001	6.91516	20.0786	2.37968	2.48479	4.19148	10.3644	4.86329
gene:ENSTGUG00000003123	28.0551	181.969	11.4736	39.1204	69.4472	62.8278	228.694	83.8796	23.8306	72.1805	81.6211	53.8813	37.5339	48.1794	64.6622	237.385	115.367	104.933	39.6479	149.02	141.089	95.6808	22.0518	79.4788
gene:ENSTGUG00000003124	12.0146	10.0535	12.3937	9.85624	15.423	25.4838	14.1236	14.5726	7.80846	11.5811	15.215	11.8837	13.2718	10.98	13.4672	18.5531	19.3355	22.048	14.4832	15.2359	20.8494	19.7023	15.7611	18.1436
gene:ENSTGUG00000003125	35.5207	64.8555	28.1254	45.9403	60.1396	55.5592	115.451	25.8413	27.4572	58.0692	40.3392	49.8764	32.8138	59.6051	69.9717	48.7888	46.0799	62.607	26.238	46.0001	39.6399	28.5356	34.1547	45.8206
gene:ENSTGUG00000003126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSTGUG00000003127	14.3875	25.5804	19.136	21.8818	19.6713	32.9389	20.9886	28.3031	13.997	23.3439	24.5108	25.4374	15.1542	19.6228	23.2742	23.8702	24.0968	24.5874	15.1169	22.4386	22.1921	22.1536	18.9293	23.5652
gene:ENSTGUG00000003128	82.5495	69.3922	93.1947	67.0659	92.4297	135.502	71.4219	71.0171	79.3594	93.7787	111.752	85.6414	71.9809	84.6753	72.2468	97.8656	83.8396	90.0534	75.6341	98.6287	85.7853	91.15	39.5248	81.3059
gene:ENSTGUG00000003129	74.6284	47.6848	48.9375	54.8959	67.5657	109.869	61.0982	67.2285	64.4775	57.0066	52.5081	46.9922	60.6442	46.8082	46.2458	69.783	48.8513	51.4592	60.9328	48.153	50.0306	76.8756	46.1544	52.9517
gene:ENSTGUG00000003130	67.665	63.5642	82.2879	82.6689	42.6407	4.06671	68.6563	72.565	92.9494	67.3057	54.1538	74.9698	66.6212	63.3014	69.7449	45.7704	71.6229	47.3515	69.3543	58.9935	60.8318	49.4075	118.209	62.9686
gene:ENSTGUG00000003131	58.8008	62.6422	54.748	63.393	67.4204	84.36	59.9547	71.922	57.7495	55.0812	78.4753	64.8342	52.0774	66.8808	61.9776	85.906	68.3284	75.8184	50.6082	78.9522	95.9094	65.7702	20.8673	62.6951
gene:ENSTGUG00000003132	9.80775	8.45741	9.73112	7.52392	9.64386	28.1559	7.81958	6.01298	7.34355	8.62069	8.14322	8.33894	7.58774	10.2183	7.82735	7.16745	7.30151	8.15687	8.18004	7.62616	9.25481	8.86627	6.24396	7.25146
gene:ENSTGUG00000003133	6.61341	1.81008	10.6941	6.13328	11.72	5.14781	1.3473	2.06527	4.79569	1.4724	1.46328	1.64254	5.95029	2.47832	2.77016	1.55862	1.78694	6.64054	7.78506	4.43361	1.37016	4.51201	6.08272	0.728805
gene:ENSTGUG00000003134	131.148	93.5057	169.866	125.174	117.982	77.816	112.478	146.138	143.169	196.161	184.007	191.376	123.011	125.814	144.669	109.841	110.564	116.29	110.744	112.85	122.119	116.321	86.7965	160.382
gene:ENSTGUG00000003135	6.88938	5.64876	12.5885	10.2702	10.3348	5.49414	6.31272	7.20175	6.03894	7.03887	11.4027	10.7218	6.40944	10.0729	7.7727	2.51259	6.88691	9.28056	5.91342	6.47421	4.19586	3.31477	5.86564	8.17009
gene:ENSTGUG00000003136	4.60058	1.04928	7.01471	0.819303	1.35273	2.14055	1.57049	2.72699	1.44264	2.36578	1.84614	2.28336	1.77609	1.4328	1.49859	0.826632	1.70147	0.725144	2.40545	1.64232	1.37946	1.65787	4.54395	2.15055
gene:ENSTGUG00000003137	3.76091	3.54551	2.70767	3.22731	8.68483	5.44043	3.88816	3.26932	3.29821	2.69437	3.55928	3.51541	8.52993	6.81584	5.33237	5.76637	3.84506	6.71584	9.92377	7.11776	5.7256	8.9029	11.7458	3.32024
gene:ENSTGUG00000003138	81.8083	126.988	110.426	107.844	107.156	154.288	103.467	126.04	91.2724	113.561	107.509	117.839	148.943	143.073	158.808	172.116	159.848	188.474	164.935	149.448	151.89	177.354	167.619	149.638
gene:ENSTGUG00000003139	7.56415	7.71435	27.5063	17.765	18.3994	7.81595	2.23698	37.9704	4.55871	19.3642	61.3635	24.8473	7.26508	12.3697	12.9802	35.4505	24.1533	23.2115	14.0945	23.0153	62.3434	14.9296	3.96548	28.6198
gene:ENSTGUG00000003140	17.0808	21.5704	42.001	24.3577	16.7477	3.17434	20.446	36.1737	30.3602	34.772	32.8465	28.488	26.3956	24.2309	22.836	34.8152	33.1123	17.2152	29.089	36.3324	28.0649	16.3628	36.1544	38.1133
gene:ENSTGUG00000003141	37.5037	53.4078	32.819	50.7837	54.0876	41.6432	52.466	34.9024	26.5068	46.2039	43.7323	46.2037	31.1921	43.0381	49.71	44.5068	32.2472	55.6538	30.4285	40.8306	38.7633	35.4918	20.635	36.3352
gene:ENSTGUG00000003142	34.9546	35.1031	35.744	44.1311	45.1956	18.8954	28.7946	30.6666	29.384	30.5793	29.8765	28.555	39.4961	27.8917	24.4382	39.6627	17.6788	39.9107	59.8404	36.5864	40.5439	34.8991	19.3569	22.9044
gene:ENSTGUG00000003143	10.0038	15.4348	12.0171	15.9406	9.32286	0.781784	14.3014	20.4414	15.506	19.5044	26.9754	18.7013	14.334	17.7034	18.4424	8.98158	13.4825	14.2431	16.9222	12.3137	21.1568	8.59124	23.2637	17.3917
gene:ENSTGUG00000003144	0.783623	0.831949	11.1681	0.946037	4.13206	1.88868	0.48554	4.89773	0.186132	0.262355	0	0.250445	2.80726	2.06727	2.47898	0.409574	0.294318	1.27577	2.57384	0	0.545232	0.254351	6.46233	0.695548
gene:ENSTGUG00000003145	0	0	0	0	0	0	0	0.117893	0.12336	0	0.279994	0	0	0.230741	0	0	0	0	0	0	0	0	0	0
gene:ENSTGUG00000003146	0.290345	0.190876	0.557215	0.552976	0.747581	0.588561	0.671871	0.0445377	0.14689	0	0.152899	0.82106	0.354044	0.317581	0.409401	0.347833	0.403827	0.440603	0.650608	0.475081	0.0565101	0.224396	0.366873	0
gene:ENSTGUG00000003147	0.152678	0	0.518126	0.627869	0.3739	0	0	0	0.288179	0	0	0	0.217823	0.362686	0	0	0	0	0.087987	0	0	0.640271	0.421698	0.180308
gene:ENSTGUG00000003148	101	95.9752	103.906	79.8268	72.6558	121.816	108.943	101.03	119.237	96.6442	93.865	95.6423	89.215	98.2991	110.092	77.6665	106.198	84.1105	82.3126	82.8782	95.3669	73.9069	62.0007	120.041
gene:ENSTGUG00000003149	74.4197	75.6158	67.3876	99.1768	44.6026	6.93907	56.2499	83.1411	92.2924	77.8454	69.3225	64.6589	76.2535	90.1695	92.4458	46.3299	87.9632	60.174	75.4522	73.4981	70.3449	40.03	92.6795	79.1689
gene:ENSTGUG00000003150	157.665	97.7304	174.881	151.455	96.7373	30.1521	93.9105	142.051	153.264	189.924	159.838	144.113	152.048	122.757	133.447	127.719	98.1771	113.777	166.18	132.857	127.838	125.928	88.6855	181.576
gene:ENSTGUG00000003151	18.3616	20.438	18.1096	23.605	26.407	11.9979	28.2003	22.0457	18.4797	27.9805	29.6914	21.702	19.8342	21.9334	16.9479	20.1762	14.288	23.7622	24.7881	29.4663	30.7669	22.8935	19.66	19.0217
gene:ENSTGUG00000003152	0	0	0	0	0	0	0	0	0.123534	0	0.126431	0	0	0	0	0	0	0	0	0	0.156887	0	0	0
gene:ENSTGUG00000003153	17.855	22.7259	21.2526	23.7401	23.5668	13.9353	22.8319	22.3591	19.6744	23.3746	22.4738	25.3429	19.6101	20.5671	22.6841	18.7503	18.5953	21.2738	19.8115	23.5625	20.5871	21.896	23.4225	20.2575
gene:ENSTGUG00000003154	13.8236	15.6176	12.6055	16.3964	18.6357	16.2632	18.1738	17.1038	7.48626	17.0186	20.9102	13.4618	17.1553	10.6837	11.3477	40.3988	22.6583	19.7925	20.3803	22.5364	23.1857	17.229	19.1736	18.7071
gene:ENSTGUG00000003155	19.3351	12.0408	22.0581	13.2588	16.0264	28.4081	15.972	14.6701	19.3329	11.6511	11.1107	9.71919	33.6148	27.3402	25.5808	35.0625	24.1586	29.6098	39.0488	27.4603	32.2425	34.2724	42.224	33.7352
gene:ENSTGUG00000003156	17.686	17.5813	19.8981	17.2293	14.9436	12.0462	21.2784	23.7688	22.7161	22.0712	22.5226	22.4829	29.0573	23.4869	17.4536	18.6132	26.181	18.6365	27.2865	16.4589	20.0344	14.6397	43.0917	22.8085
gene:ENSTGUG00000003157	2.18789	1.51463	3.57112	2.61088	4.63914	4.51562	1.70693	2.29759	1.76145	2.2474	1.93043	2.28063	4.04588	3.92438	3.22615	5.74314	4.73272	3.96232	5.8814	6.94393	3.7212	6.64342	4.99539	3.62675
gene:ENSTGUG00000003158	16.6353	6.38314	7.51513	8.95428	7.417	13.0184	7.09046	6.76599	20.5214	6.15429	4.19682	4.69452	12.1879	10.3868	5.78567	2.01618	1.0409	2.13572	5.62571	2.779	3.23427	9.8289	10.2785	3.25279
gene:ENSTGUG00000003159	17.0891	16.5867	17.5436	19.5627	23.3498	15.7565	17.3083	17.6447	13.4659	18.0546	20.6608	17.319	16.1236	14.4874	18.3803	18.4584	15.7389	17.0106	16.1962	16.5693	19.5517	18.9982	15.1476	13.5703
gene:ENSTGUG00000003160	23.3229	19.5419	24.2119	27.9106	29.6288	19.846	19.5935	24.66	18.8507	27.4269	27.6473	22.731	22.2617	20.2826	21.8387	35.119	23.7029	27.9167	25.7123	28.0857	25.8236	27.7538	14.106	23.8368
gene:ENSTGUG00000003161	0.115103	0.228616	0.788163	1.15208	0.724747	0	0.179563	0.173994	0.409065	0.267772	0.422826	1.64348	0.476962	0.35577	1.2529	0.318236	0.309502	0.518541	0.121634	0.30853	0.516056	0	1.32132	0.18324
gene:ENSTGUG00000003162	2.16168	1.71987	3.87625	2.39881	2.9936	5.02561	2.00331	1.54683	2.489	1.99197	1.83609	3.34856	5.41575	5.33409	4.54558	5.56016	2.99509	4.46013	3.96103	6.82756	4.45202	5.01147	7.39319	4.86023
gene:ENSTGUG00000003163	27.5484	28.682	28.3891	25.6393	27.1973	47.8087	21.7916	26.1886	27.8889	21.0375	24.2372	22.4902	47.6566	40.3885	37.0826	68.1689	53.8194	50.2915	48.7922	50.4242	52.1626	58.7699	49.6639	44.0106
gene:ENSTGUG00000003164	2.58485	1.8738	1.73742	2.09005	1.31372	2.46091	1.70586	1.2058	1.6964	1.10855	2.34149	1.75564	2.64393	1.72297	1.38229	0.992309	0.811458	1.65926	3.10671	1.05433	2.9775	1.56682	4.51997	0.543055
gene:ENSTGUG00000003165	14.1836	10.0594	6.80597	19.7087	14.2804	16.9989	16.8449	9.95693	24.9577	13.7855	11.757	17.8535	7.57395	24.8553	15.9534	8.61511	13.6004	18.2914	17.0693	28.3115	9.29974	16.0236	6.82913	11.1716
gene:ENSTGUG00000003166	4.22996	1.41231	2.36195	1.5181	1.59696	3.08787	1.99636	1.8134	3.31238	2.46986	1.82955	4.54095	2.58573	2.62039	2.54766	1.19923	1.6642	1.80942	1.00122	0.639513	1.35273	1.08374	2.59692	1.29218
gene:ENSTGUG00000003167	12.9699	15.5588	11.5239	12.9544	12.4611	7.01185	19.3359	10.9759	10.132	18.1948	16.9522	12.8135	11.9752	13.043	11.3922	22.3206	16.0965	9.74842	14.384	17.1949	17.1058	12.0823	10.2478	19.2944
gene:ENSTGUG00000003169	16.6377	84.5529	13.3417	38.4364	40.2558	17.6177	89.0819	30.676	16.0279	78.1332	67.3902	70.961	15.8065	55.7171	96.5875	34.0668	51.5496	79.632	22.7404	25.2174	60.9167	10.5874	16.3615	52.2662
gene:ENSTGUG00000003170	24.8558	21.9953	53.6893	32.8173	16.9041	4.2942	20.9974	88.8335	54.493	29.1132	21.2784	33.6455	60.639	30.3697	30.2081	29.3472	53.2601	31.337	72.3669	30.7346	32.4898	9.58707	152.401	74.0343
gene:ENSTGUG00000003171	862.593	339.17	1230.25	376.004	763.9	617.163	1114.48	1002.13	1105.49	1134.42	1422.69	902.652	450.12	1074.14	892.523	874.403	1012.38	639.295	436.176	688.868	844.182	593.297	240.187	1386.65
gene:ENSTGUG00000003172	3.7643	19.013	8.84235	12.4593	11.7259	5.93068	23.5804	14.7052	5.37633	15.9065	15.212	15.8193	7.59932	13.928	14.9634	15.2387	15.0356	13.5791	9.06011	12.4828	12.3746	5.15298	8.86394	13.4822
