gene	FCH1	FCH2	FCH3	FTH1	FTH2	FTH3	FCNT1	FCNT2	FCNT3	FTNT1	FTNT2	FTNT3	MCH1	MCH2	MCH3	MTH1	MTH2	MTH3	MCNT1	MCNT2	MCNT3	MTNT1	MTNT2	MTNT3
gene:ENSTGUG00000011872	1.23845	0	0.137527	0.141945	0.416991	0.649559	0.521026	0.225376	0	0.288018	0.164256	0.0946076	0.616383	0.0717411	0.0610879	0.49273	0.133874	0.111378	1.05524	0	0	0.154877	0.100728	0.0690614
gene:ENSTGUG00000011873	17.8697	10.1187	9.29256	10.9534	15.8488	32.6987	9.9465	11.6973	14.8287	6.07111	7.86049	6.56341	19.3312	9.89433	7.11301	9.34279	5.46962	9.86708	18.4995	7.22233	7.82784	19.6228	20.3583	6.46323
gene:ENSTGUG00000011874	4.97399	2.73941	2.59841	4.51997	4.80431	5.05792	2.64054	2.0274	1.74993	1.88585	4.30506	3.70063	3.31533	2.77817	2.08678	2.23154	3.1781	2.16438	1.98262	1.91258	1.316	2.93482	4.04155	1.58269
gene:ENSTGUG00000011875	119.152	51.038	62.5756	85.168	52.5928	89.5997	68.3428	73.8384	136.939	82.3017	79.0126	63.7988	121.746	73.4256	53.092	67.7871	58.325	46.1272	91.0756	63.2987	95.7635	121.396	92.5832	94.2585
gene:ENSTGUG00000011876	22.2233	25.4109	23.9186	19.5203	26.6453	40.7255	25.5313	22.2695	23.1949	20.8176	20.4926	22.6334	23.7765	24.0787	20.6603	24.296	26.0172	23.9941	23.34	20.0097	22.4852	22.7047	21.6562	20.048
gene:ENSTGUG00000011877	27.2878	18.6225	25.9045	25.0128	28.3857	38.9207	20.3733	18.8279	27.6722	18.9029	17.182	22.4946	29.8669	21.3658	18.493	23.8247	21.2025	21.2876	25.592	20.5183	15.4858	31.5647	25.4467	19.7389
gene:ENSTGUG00000011878	1.27767	3.17639	1.66918	0.699048	1.5748	0.932121	2.1965	1.81121	1.30713	1.36558	3.22152	3.26775	0.518127	2.36954	1.21462	2.26232	2.01519	2.41345	1.46357	2.72493	1.28623	1.91262	1.54327	2.05473
gene:ENSTGUG00000011879	5.17885	6.49719	5.92965	7.91483	9.59712	11.9873	9.98504	8.21108	7.81461	9.6478	9.05989	10.7483	6.79896	8.12224	6.19934	9.00392	7.59338	7.08122	8.20146	7.31787	8.83199	8.64054	5.63004	7.01791
gene:ENSTGUG00000011880	2.64311	3.53185	4.25367	2.89422	4.58863	5.42296	4.13813	2.90244	3.71587	2.89602	3.5127	5.24972	3.50125	4.44725	3.48757	3.79713	3.18938	5.07644	3.29347	4.42777	3.97672	4.49127	2.58954	3.31992
gene:ENSTGUG00000011881	1.4421	0.587254	1.92858	1.19786	1.61432	4.36257	0.105327	1.31956	2.52597	0.806662	0.53282	1.01731	1.9932	0.544185	0.645868	0.252543	0.16334	0.741716	2.58559	0	0.314569	1.4121	3.54165	0.0897521
gene:ENSTGUG00000011882	15.1376	6.86287	34.0878	16.2641	0	15.0863	0	11.7504	0	0	0	0	0	0	0	0	0	11.1451	6.95124	0	0	0	0	0
gene:ENSTGUG00000011883	0.624054	1.0327	0.503204	0.832759	1.50846	1.15172	0.570019	3.61839	1.00882	1.60874	2.42572	0.305961	0.765307	1.05866	0.901007	2.24866	2.67161	1.514	1.57594	3.16105	2.7676	4.73486	0.871276	1.41257
gene:ENSTGUG00000011884	41.9959	161.157	102.246	86.8173	111.035	38.3584	104.27	87.6426	42.1864	126.283	104.663	142.119	55.5419	98.427	130.94	142.463	81.9835	122.442	45.2294	88.6157	97.6384	134.315	20.0658	99.1694
gene:ENSTGUG00000011885	13.8444	10.922	7.38331	10.9136	9.50002	7.58824	10.5827	4.79202	11.8356	7.37705	6.79045	8.34816	13.3451	11.5557	10.8525	8.14231	9.79624	8.34749	6.58747	7.08621	6.36009	9.41706	12.1625	8.05382
gene:ENSTGUG00000011886	50.0768	32.7831	22.029	35.959	40.5803	128.441	47.7807	18.8658	19.147	33.7649	24.283	15.8187	33.5846	31.3859	23.601	10.0272	14.3392	25.4161	40.4414	17.2748	17.1014	20.7876	28.7092	27.1616
gene:ENSTGUG00000011887	20.5435	27.6913	19.9732	17.0465	27.6163	46.5548	30.9292	21.1136	21.2701	24.5572	27.6561	19.5243	18.5179	23.8488	25.0764	34.7451	26.1948	25.2274	19.5341	23.9033	33.2589	31.7007	18.0646	31.486
gene:ENSTGUG00000011888	0	0.276645	0	0.295439	0	0	0	0	0	0	0	0	0	0.184528	0.189372	0	0.339917	0	0	0	0	0	0.6641	0
gene:ENSTGUG00000011889	10.5762	7.17316	8.59784	11.5684	13.3151	13.7572	8.95169	6.17392	11.0658	10.1534	10.5755	8.52914	13.1788	13.5353	5.16146	5.26143	8.676	7.86817	8.43013	9.2648	10.7388	8.27574	24.2732	6.282
gene:ENSTGUG00000011890	14.7672	16.7789	23.782	18.1019	34.6199	42.5008	19.8064	20.8891	24.7865	23.2457	29.8505	21.5165	26.3523	21.3624	31.362	23.667	19.0451	17.1332	24.304	20.3305	25.3976	29.2314	38.0698	25.4308
gene:ENSTGUG00000011892	39.9964	52.3493	39.7494	32.3559	44.871	98.7197	42.8224	37.5025	41.1878	40.0494	40.3563	41.0402	43.3566	41.8682	44.8023	44.5388	47.0541	40.4362	41.7794	38.531	46.6647	37.2774	57.2663	45.0646
gene:ENSTGUG00000011893	292.221	411.316	417.188	151.328	237.824	394.641	291.254	249.4	214.757	285.262	150.153	415.004	219.009	259.556	340.055	233.43	174.478	349.433	302.627	81.8605	109.384	181.693	316.232	76.4845
gene:ENSTGUG00000011894	55.591	81.5608	94.5452	58.8389	72.9591	65.5005	93.6864	136.916	113.035	142.763	139.936	98.0961	89.4441	92.2787	104.315	74.5318	92.5945	59.7384	90.8264	114.587	120.079	42.49	115.512	116.784
gene:ENSTGUG00000011895	18.444	25.1238	20.3308	22.2435	28.5544	30.1404	26.1316	23.2844	17.7408	26.7466	28.7032	23.0923	19.9735	21.3729	20.8147	31.6927	24.6864	24.9986	22.1208	25.4326	25.4261	26.8819	23.3767	25.3693
gene:ENSTGUG00000011896	0	0.775162	0	0	0	0	0	0	0	0	2.4755	2.68851	1.26017	1.66465	1.56602	0	0	0	0.825828	0	1.37999	0	1.36089	3.61821
gene:ENSTGUG00000011897	1.37489	0.916417	1.19731	0.828247	2.07907	1.62003	0.180417	0.99901	1.23718	0.73693	2.31585	1.65632	0.807336	0.323459	0.984732	1.39549	1.11814	0.83169	0.81885	2.31172	2.95588	0.898657	1.35184	0.81711
gene:ENSTGUG00000011898	0	0.0501226	0	0	0	0.124079	0	0	0.0950868	0.0527114	0	0.0553544	0	0.0905997	0	0	0	0.992127	0	0	0	0	0.128984	0.242728
gene:ENSTGUG00000011899	20.8678	5.02016	22.5762	14.0164	23.555	75.0014	17.509	8.43643	21.1857	6.84455	7.44931	19.4347	19.576	21.4583	10.9573	4.08348	8.87329	17.8515	19.0735	8.10458	6.83752	16.0224	48.7394	5.71191
gene:ENSTGUG00000011900	32.8307	28.2994	25.0433	36.0422	42.8656	46.9102	31.487	30.4717	28.6271	28.5465	29.0242	29.8228	42.6591	26.5868	23.3825	44.7218	23.407	32.4305	40.1807	29.3082	32.4868	35.959	25.9888	29.4234
gene:ENSTGUG00000011901	38.2453	52.8825	47.9337	44.5313	51.1292	29.8948	61.0054	57.1759	38.8277	73.0191	61.8883	57.1837	45.0619	60.9017	58.8528	56.0299	50.9249	52.1004	49.0755	55.9015	58.2757	43.0529	45.3222	65.1089
gene:ENSTGUG00000011902	15.0035	12.7179	11.2452	14.7578	14.4858	35.8171	12.2838	24.7597	12.019	19.1436	33.2037	9.77393	11.0492	11.7116	11.0081	23.7741	35.0289	11.9231	11.1098	29.7917	47.9067	23.0345	13.9683	22.8801
gene:ENSTGUG00000011903	35.1465	26.6525	38.0759	26.2475	36.1301	53.6224	27.1139	33.4941	35.6932	33.8467	30.9249	39.4003	35.6851	34.8621	32.0007	34.7661	30.6252	33.3218	32.2314	31.6933	29.5693	32.3032	25.1828	36.0863
gene:ENSTGUG00000011904	93.5751	37.8282	61.9394	81.268	51.6574	101.868	59.8854	94.8511	150.948	87.9842	133.901	50.6063	95.9309	59.432	45.4999	77.2471	116.309	44.9253	52.8527	123.599	123.991	133.268	59.4865	136.271
gene:ENSTGUG00000011905	10.6312	74.401	14.9471	27.3813	36.9872	21.0582	42.5862	12.6065	26.5334	21.4875	19.9789	18.3098	22.7546	51.7707	102.641	69.2044	26.5675	93.6233	13.3212	26.2659	17.7038	10.9419	6.68881	35.7027
gene:ENSTGUG00000011906	15.7016	11.7493	13.5355	15.4723	20.077	19.8442	14.9573	15.132	13.2998	16.3634	21.6882	15.0396	16.8342	12.2685	11.3412	17.1977	14.139	15.626	15.9344	16.0714	21.542	13.7505	5.43026	18.9362
gene:ENSTGUG00000011907	0	0.125003	0.370157	0.184532	0	0.284814	0	0.0504208	0.151661	0.194263	0.112436	0.315366	0.0567097	0.147287	0	0.0982874	0	0	0.173583	0.20206	0.0592253	0.188217	0.259186	0.18862
gene:ENSTGUG00000011908	16.4723	18.5495	14.1813	17.5725	22.3403	49.0067	15.2765	17.2153	14.2849	15.151	15.1895	18.1438	21.097	16.5901	15.2237	21.2453	17.4162	21.3171	21.0547	17.638	15.8452	23.1449	17.7118	12.9058
gene:ENSTGUG00000011909	0.0376606	0.253473	0.162442	0.314453	0.266105	0.532257	0.239864	0.108545	0.0656353	0.101342	0.0746482	0.290745	0.142194	0.542133	0.291718	0.190881	0.231236	0.478865	0.0935762	0.161111	0.0414095	0.0356699	0.206299	0.0400608
gene:ENSTGUG00000011910	8.4283	8.84647	6.91777	8.64896	11.2253	11.7954	7.25894	6.02501	6.87943	5.32419	4.79465	6.22969	9.50796	7.42385	6.22225	10.5114	5.31531	9.76519	11.0542	7.63884	8.90274	10.5997	6.24356	4.21175
gene:ENSTGUG00000011911	62.5193	21.1678	31.1491	41.275	37.1358	86.3045	16.3104	21.8785	46.6102	50.7663	38.4793	23.0617	61.9066	30.7726	29.4207	29.851	23.2154	42.004	29.7625	35.6051	29.7953	37.1512	15.7243	24.4322
gene:ENSTGUG00000011912	46.6987	17.2262	32.1833	29.7807	32.6162	31.7181	11.3469	21.2548	29.5894	21.9242	24.6495	23.7568	35.9918	19.581	17.3647	20.442	14.9814	20.2923	22.4342	20.0589	21.6097	32.4851	16.131	15.7722
gene:ENSTGUG00000011914	18.6001	14.6298	8.22464	11.2197	5.01724	8.00276	16.8955	8.75384	11.4157	11.5399	7.28442	11.7245	21.7235	11.8588	11.8342	13.3254	7.31361	10.1798	19.0791	9.86238	9.51342	12.9555	5.28989	10.5225
gene:ENSTGUG00000011916	34.5324	141.694	56.3926	79.1964	54.3788	12.2987	90.8249	50.8205	39.893	97.4942	51.728	68.3554	44.2333	92.7221	155.599	112.584	105.094	123.883	65.5841	87.3156	49.9523	30.0531	53.7711	153.91
gene:ENSTGUG00000011917	2.24693	1.37537	2.90284	3.68316	2.71566	2.09962	1.98171	2.11555	2.33848	1.40329	2.55429	0.836377	3.74978	2.81493	2.19055	4.08648	2.14695	3.07181	2.71839	1.46852	2.4932	2.81074	1.20703	0.936632
gene:ENSTGUG00000011918	42.452	61.044	51.1497	44.7842	61.0383	110.6	42.1164	46.4102	38.2153	43.6792	41.6637	43.3902	35.756	43.1547	44.9407	53.2859	51.0083	64.4249	47.8053	53.9611	48.159	59.98	52.9061	32.993
gene:ENSTGUG00000011919	51.2143	43.3936	54.1004	55.7025	57.8215	82.9233	47.2764	48.0106	65.8281	52.6583	54.4992	50.2789	44.8759	43.339	43.2912	50.3554	43.2181	49.1077	40.3554	36.7615	42.5094	41.9509	29.7733	49.2223
gene:ENSTGUG00000011920	53.9004	54.8068	63.2837	60.4679	78.4651	128.645	53.0242	45.61	52.7328	47.3789	54.3023	63.9417	56.2043	48.3827	50.6369	68.6257	46.4045	52.1237	57.559	43.8144	45.3607	67.3232	38.9997	38.7732
gene:ENSTGUG00000011921	1.53704	0.532589	1.76185	1.28835	1.87793	3.42061	0.4772	3.73715	0.869106	1.11099	2.86677	3.26994	1.27557	1.41644	0.757329	3.00664	1.19885	1.98415	2.57517	2.21896	2.01942	3.65047	4.06138	0.657245
gene:ENSTGUG00000011922	0	0	0	0.264032	0.185139	0	0	0	0	0.238232	0	0	0.330635	0	0	0	0	0	0.13269	0	0	0.0919285	0	0
gene:ENSTGUG00000011923	46.0173	38.311	36.6929	48.3735	52.5943	76.9294	40.7628	36.2955	42.325	32.3489	37.3881	32.0614	40.7939	38.0576	32.0616	55.041	38.7047	46.6462	39.3518	45.0312	42.306	49.5157	31.7512	33.0057
gene:ENSTGUG00000011924	0.536785	0.604644	0.584167	0.392696	0.570542	0.441486	0.232442	0.0556274	0.086491	0.285511	0.0623843	0.386748	0.399097	0.220999	0.33629	0.0636082	0	1.09531	0.349802	0	0	0.115253	0.170103	0
gene:ENSTGUG00000011925	0	0	0.0409136	0	0.0720839	0.107495	0	0	0.0220332	0.0572363	0	0	0	0	0	0	0.040606	0	0.0494772	0	0	0	0.0269402	0.0202998
gene:ENSTGUG00000011926	27.8281	29.4172	31.836	27.1041	37.1117	63.375	25.1618	27.3537	23.0204	28.6671	27.1627	30.5238	26.4009	25.1351	24.6802	37.645	27.0886	29.0567	27.7057	29.0226	27.255	37.725	28.9448	25.5229
gene:ENSTGUG00000011927	3.23772	6.97042	4.22532	8.72546	3.2672	17.8988	2.26922	7.18093	9.31045	8.87354	3.58535	10.1526	4.0486	3.35051	2.84417	0.610055	3.31704	12.9288	2.03078	1.22798	2.23754	2.16342	8.9313	6.21251
gene:ENSTGUG00000011928	22.596	18.7377	18.0766	17.1887	26.3145	25.2972	17.9008	20.3334	19.4442	20.1091	20.6541	17.0623	30.2665	16.4483	14.4391	30.3337	14.572	20.2978	33.1903	17.8055	20.3161	25.3661	20.1969	20.5664
gene:ENSTGUG00000011929	25.28	41.2648	29.5434	26.7726	24.6494	18.0613	44.8559	29.2845	23.3784	31.1563	30.6093	32.8275	19.2183	35.5617	41.5438	26.9505	36.5634	36.5874	21.3292	28.8938	27.5568	21.3228	21.107	29.3922
gene:ENSTGUG00000011930	21.0708	18.4777	22.9848	26.6199	21.924	27.6697	27.2475	18.5602	16.9526	26.3055	21.6328	26.8967	16.1028	21.336	20.8636	20.7763	19.7797	20.7558	13.7927	20.3751	18.878	20.3377	18.5139	20.2837
gene:ENSTGUG00000011931	235.277	117.328	135.569	144.012	169.974	133.273	152.31	101.323	187.956	100.905	99.4063	105.121	195.457	119.857	102.981	162.626	97.0843	154.142	199.817	96.6027	119.273	177.649	60.1624	104.191
gene:ENSTGUG00000011932	66.1206	42.7832	63.987	58.6927	69.8394	62.6164	61.1517	52.0348	62.3472	50.6652	59.521	64.8711	50.3946	63.4507	52.5131	51.489	62.1135	58.5626	44.7498	55.4104	62.2492	58.9619	30.0228	50.3859
gene:ENSTGUG00000011933	3.44238	3.26197	6.80568	3.17777	5.34087	3.31823	0.666831	1.52714	1.12244	1.14757	0.344371	5.39222	2.69744	2.77669	2.30361	5.61556	1.10628	6.39983	2.32395	1.44514	1.50622	2.66176	1.31233	1.86808
gene:ENSTGUG00000011934	6.13496	9.79086	8.9476	7.91883	9.49909	9.25209	14.0334	11.4896	6.47596	13.479	14.4456	14.6251	6.40064	11.1027	11.1233	10.9245	11.931	13.5497	6.07179	9.12257	9.12678	7.14072	4.82006	10.4467
gene:ENSTGUG00000011935	1.99392	4.939	6.6591	1.13732	4.81182	17.9515	1.59703	3.31883	3.66858	0.57003	1.09687	4.7786	0.806344	1.8342	1.27534	1.68436	2.41733	0.958994	1.01245	1.04481	0.198829	7.36271	0.95797	1.13791
gene:ENSTGUG00000011936	1.57785	2.80516	2.04496	2.60304	4.48233	3.07928	2.12821	2.25834	1.61867	1.52123	3.36288	3.23261	1.48344	2.78879	1.56265	4.93254	2.27419	2.43959	2.4413	4.13012	2.79487	3.86202	0.772265	2.95611
gene:ENSTGUG00000011937	1.31539	0.233451	0	0	0	1.01674	0	0	0.349926	0	0.424684	1.43732	0.682095	0	0.308012	0.583514	0	0	0.987639	0	0	0.281629	0.407447	0
gene:ENSTGUG00000011938	0.162273	0.206839	0.0285389	0	0	0.22519	0.199862	0.241383	0.0902565	0.0908256	0.256904	0.0812817	0.149827	0.116209	0.252825	0.315113	0.0495953	0.0395283	0.203171	0.109608	0.39703	0.0714008	0.292164	0.589412
gene:ENSTGUG00000011939	10.7305	19.8056	13.3295	18.4021	11.6168	6.41405	17.3419	19.2749	13.533	19.494	18.0335	12.8733	15.6193	18.8338	20.1018	13.0787	22.2362	16.7648	16.0593	22.5244	17.2883	7.61517	19.9394	21.4177
gene:ENSTGUG00000011940	4.81133	9.26416	11.8192	6.81633	10.257	21.7154	3.55196	5.10682	6.86744	4.71988	5.24678	7.96377	7.6899	3.75989	6.55442	4.3724	3.80835	6.86376	7.53424	5.46664	4.60428	8.84089	5.01606	4.56901
gene:ENSTGUG00000011941	0.496464	1.58741	0.269859	0	1.23782	0.296634	0.277964	0.514846	0	0.85452	1.34925	0.13557	4.30403	0.316558	0	0	0.561663	0	3.56447	0.762143	0	0.247568	0.0966372	0
gene:ENSTGUG00000011942	4.04985	8.28817	5.60871	2.52298	5.15636	15.4937	4.61087	6.63714	4.02065	7.48965	10.28	6.81652	4.02953	4.51138	6.98118	10.1044	7.87874	4.11675	4.3097	6.92971	5.72849	8.4505	8.4968	5.19889
gene:ENSTGUG00000011943	2.65186	2.28736	1.64885	2.344	1.919	2.11406	3.80536	2.1582	1.92618	2.24627	1.2184	2.17019	2.96377	1.90609	3.25553	1.56892	1.49916	3.5878	3.35385	1.09382	0.636656	1.7356	4.34427	1.58887
gene:ENSTGUG00000011944	21.6744	33.4774	34.5513	35.736	25.619	15.338	37.9527	37.634	23.229	42.7962	37.0913	33.6788	27.1656	34.8079	40.9631	41.9268	41.4485	38.0546	27.9151	34.6347	35.343	25.2988	33.201	44.6328
gene:ENSTGUG00000011945	57.5567	43.5973	59.1701	57.0074	63.9195	123.694	51.2353	48.9937	55.8334	50.2343	63.788	54.7972	50.3137	49.3485	48.8112	44.5242	52.535	51.3408	41.7606	45.503	49.3481	51.0405	47.7104	51.0577
gene:ENSTGUG00000011946	62.6368	39.2856	21.9224	35.2496	52.4049	155.453	40.0648	25.1997	57.2016	27.1136	32.1179	26.2785	52.3936	27.8974	24.9773	33.9982	30.1729	31.7969	40.9604	27.593	36.0083	49.1932	23.8557	25.5709
gene:ENSTGUG00000011947	6.72856	11.8636	54.0931	15.4755	17.4238	9.97305	14.8391	11.9659	3.96761	7.12873	6.64282	10.795	4.47287	10.2478	11.5133	12.5624	7.36089	18.6003	5.0168	8.21798	8.53264	27.952	1.35308	5.85998
gene:ENSTGUG00000011948	22.1949	17.5417	27.6464	21.1784	24.515	22.2473	17.7784	17.4704	13.3015	25.0513	17.8998	22.5479	21.2424	19.3498	16.3096	16.3907	12.1787	20.8078	27.7099	24.491	15.3236	20.803	30.7867	18.2113
gene:ENSTGUG00000011949	17.2667	15.3227	15.5094	12.5226	16.1868	38.844	12.1714	17.8827	12.9011	13.1216	15.2255	14.4569	12.3893	17.3014	14.0192	17.3971	16.0901	9.69835	11.948	17.1408	14.6319	20.2677	15.0555	11.6066
gene:ENSTGUG00000011950	169.03	130.394	170.834	200.962	140.43	44.4514	185.059	171.605	187.766	237.875	242.604	199.19	176.284	165.04	176.467	220.918	140.257	164.469	185.58	172.086	231.36	165.833	61.4148	244.893
gene:ENSTGUG00000011951	9.15974	5.05669	4.62636	5.94748	5.44377	26.2397	0.654058	2.05247	9.69199	2.21598	1.3112	6.47939	3.17062	5.0694	4.01614	0.497718	0.587932	6.52392	3.04323	1.66974	2.35579	7.09494	1.55985	0.995001
gene:ENSTGUG00000011952	0.203444	0.202197	0.154968	0	0	0	0	0.109542	0.0621506	0.0796823	0.131659	0.145004	0.223238	0.166294	0	0.124623	0	0.129113	0.0433593	0	0.0587331	0.182341	0.179137	0.108683
gene:ENSTGUG00000011953	8.22769	5.35922	10.5001	6.96704	7.74775	15.9819	5.09303	5.83857	10.1348	7.70131	4.95769	9.71061	5.88357	7.2464	5.55542	5.84871	6.43758	8.05799	7.43546	4.47914	5.81176	10.5498	7.89036	5.09478
gene:ENSTGUG00000011954	1.35319	0.960149	4.27917	2.30709	1.18676	0.280643	2.47169	3.03356	1.93906	4.19086	4.60189	5.91428	2.28149	2.35249	2.77995	1.17964	2.90487	1.81668	1.464	1.98593	1.71186	0.860785	0.343104	4.13957
gene:ENSTGUG00000011955	13.7223	7.20431	18.3378	15.8074	21.7151	12.8198	20.5099	11.9292	5.84606	20.0941	15.1252	16.787	11.6059	15.0317	8.60072	18.0547	7.06498	8.26909	9.85253	13.5667	9.13772	17.5959	3.0997	6.56284
gene:ENSTGUG00000011956	22.7399	60.4946	4.90185	24.961	56.9039	11.985	141.733	34.2133	23.3857	85.124	47.3824	43.6303	29.4835	61.057	81.9609	10.1411	24.9216	38.0604	20.984	48.3409	36.5831	20.2235	71.4264	36.3273
gene:ENSTGUG00000011957	0.340483	0.0859295	0.0407656	0.103137	0.217787	0.177076	0.289954	0	0.194142	0.162472	0.250814	0	0.995013	0.337034	0.44395	0.0564161	0	0.0789386	0.608086	0	0.722734	0	0.100044	0.0416752
gene:ENSTGUG00000011958	177.353	139.363	111.842	62.0975	137.477	491.364	178.977	113.956	176.549	116.581	128.54	92.1566	147.683	105.336	127.116	119.464	139.759	148.725	127.858	86.8596	135.486	146.966	189.172	219.23
gene:ENSTGUG00000011960	216.104	173.347	166.4	126.256	140.535	407.681	188.097	159.28	281.519	167.395	179.591	161.857	177.756	151.44	163.932	149.618	160.063	146.288	158.965	135.662	168.131	173.686	145.162	173.178
gene:ENSTGUG00000011961	46.9242	36.3482	45.8455	44.6131	53.7416	49.7435	60.8678	54.5735	56.0551	60.5041	73.3909	52.1556	50.6612	53.0096	49.3456	67.4719	52.6554	51.2805	44.3583	57.0448	57.7766	48.4696	31.0644	60.8323
gene:ENSTGUG00000011962	73.559	92.592	88.9788	75.5423	114.771	209.364	83.8176	61.361	61.7902	63.7317	77.2792	63.979	63.3919	69.3131	67.7441	96.0617	84.1361	95.2672	64.8498	93.5927	79.6384	77.0445	59.6098	68.9635
gene:ENSTGUG00000011963	39.1187	38.3203	16.4479	35.8139	36.9194	76.535	67.1196	10.9975	42.6065	40.4055	10.3497	39.3275	35.2532	26.1282	35.7409	34.5561	36.6118	41.0056	33.3168	27.9101	15.4253	39.919	9.21682	37.4387
gene:ENSTGUG00000011964	56.3924	68.1459	60.4517	59.0568	64.9763	107.774	78.9503	49.8292	52.0761	52.08	49.8888	60.9287	51.7081	62.6045	63.1961	68.7315	75.2116	74.017	51.6354	66.6924	60.9837	58.3056	52.4959	59.1562
gene:ENSTGUG00000011965	15.6018	16.8512	10.9772	18.8965	22.3871	31.178	16.4216	13.6026	9.65434	15.0023	15.7169	15.8308	13.8868	13.0924	11.0447	22.2171	18.3554	17.5242	12.2954	15.8396	12.4127	19.1284	16.6664	14.3103
gene:ENSTGUG00000011966	37.119	38.0142	39.6645	34.7745	56.9328	49.7594	24.689	28.5497	25.3297	40.0338	35.017	34.8971	31.5352	29.9746	29.9782	34.6223	25.4879	41.761	33.8751	27.8822	28.0258	44.963	25.4029	26.5459
gene:ENSTGUG00000011967	0.290862	0.168344	0.190371	0.307521	0.564493	0.251064	0.208045	0.137941	0.0876324	0.22473	0.330983	0.138916	0.101544	0.132782	0.154847	0.153857	0.0748572	0.123544	0.0788693	0.20221	0.220253	0.161035	0.186172	0.123332
gene:ENSTGUG00000011968	12.5898	7.75114	10.1479	9.46303	11.8825	32.0134	8.53905	7.8443	10.4437	6.13432	9.50342	10.579	10.9057	9.23239	10.0281	12.0693	7.17172	8.93093	10.9673	9.28499	11.5918	15.7679	7.52408	7.6118
gene:ENSTGUG00000011969	495.198	349.674	526.367	401.57	520.442	687.316	403.727	426.783	438.025	406.548	401.248	465.558	463.439	418.849	395.546	464.442	284.877	428.191	444.951	294.968	403.101	588.988	366.897	357.081
gene:ENSTGUG00000011970	0	23.269	11.9155	0	51.6894	0	8.37463	27.9442	0	0	20.9416	7.38436	28.5943	6.88187	11.3673	52.9798	26.8265	11.0818	8.05449	0	27.3713	16.4716	29.1497	32.2047
gene:ENSTGUG00000011971	48.2602	39.9781	47.6324	46.828	44.1169	36.2114	25.2776	39.1997	33.3275	33.5863	34.5924	21.0032	21.9466	37.4697	31.078	78.357	32.8194	74.1757	51.7691	61.0615	31.6447	35.4979	11.7414	23.1685
gene:ENSTGUG00000011973	13.0594	8.63376	12.6593	11.2027	14.9177	13.911	12.059	8.59102	9.55781	9.85026	12.5204	14.0594	10.6632	10.7934	9.64687	5.66368	7.68713	8.44944	8.97241	7.57836	7.62097	12.9036	7.38129	6.59338
gene:ENSTGUG00000011974	4.09304	16.4044	4.79739	12.1355	17.5431	8.94767	25.1814	17.5647	3.5	24.7169	26.8809	15.6794	3.12727	3.07342	12.7972	20.0482	12.2188	4.65907	1.49201	5.46596	25.5274	28.259	3.03752	6.5493
gene:ENSTGUG00000011975	4.06443	3.79045	1.70178	5.8445	4.04194	5.87969	2.79711	1.88769	2.54563	1.99493	2.82108	2.77905	4.93957	1.89736	1.19635	1.22586	2.63481	2.84734	4.61467	1.38545	2.57839	2.18605	2.32936	0.986309
gene:ENSTGUG00000011976	106.069	99.7811	70.6083	68.3868	95.9532	364.24	100.029	77.6834	106.673	73.3449	81.1092	68.608	95.4706	75.7863	65.9804	100.848	92.5186	84.7755	100.771	79.6849	109.308	97.967	85.2588	80.7553
gene:ENSTGUG00000011977	3.69778	6.80482	3.36146	3.34054	3.00677	14.971	2.11666	4.27806	3.10864	2.38146	1.16886	2.64813	10.2204	3.63387	3.58197	6.65176	3.53598	2.87626	12.6142	5.94942	4.6	6.2633	5.06957	2.00384
gene:ENSTGUG00000011978	11.5695	13.6136	10.7824	6.97729	7.05177	40.8805	8.68696	13.1138	6.90015	6.17196	4.9318	5.42639	22.0841	10.2048	10.129	10.2052	9.66779	7.19479	21.4541	9.06375	12.3543	11.4695	18.7129	5.91906
gene:ENSTGUG00000011979	30.947	25.7968	43.5569	47.5276	35.8549	26.2852	39.7739	38.4118	42.9725	48.777	43.3327	49.7466	30.2329	42.7596	35.6319	30.0922	33.4524	34.4979	24.0561	35.9453	33.6941	30.3136	13.0452	37.8303
gene:ENSTGUG00000011980	8.25424	6.32946	10.0721	8.52776	3.90045	4.70187	1.99536	2.95785	12.1661	2.85305	2.71658	6.8073	9.9672	5.90037	10.8212	1.60852	4.24052	5.01603	3.19432	2.50017	6.47678	4.21881	6.8984	4.45764
gene:ENSTGUG00000011981	30.1779	18.7285	11.5979	21.4173	10.469	26.7441	16.6123	6.92459	46.5736	8.9147	4.88741	17.8222	56.0533	24.003	12.9622	9.2268	6.79318	7.4766	28.2068	10.6282	14.3555	26.0076	28.9568	9.34194
gene:ENSTGUG00000011982	52.3385	16.8896	33.0775	22.6711	26.2411	25.1127	15.4232	55.7545	35.6056	38.4087	45.2012	33.0592	37.6852	26.2045	37.2894	8.93288	24.1421	33.3199	39.6868	15.8783	42.7085	23.6405	18.653	30.4125
gene:ENSTGUG00000011983	18.5428	29.6009	22.8071	26.5115	19.9134	53.4835	22.0529	29.7365	27.6161	28.1862	26.0489	23.0298	24.358	23.9031	18.4013	26.7076	32.9152	20.9131	26.7869	26.5597	22.6385	24.8536	46.4326	31.5341
gene:ENSTGUG00000011984	82.6305	79.4302	60.8503	60.9502	61.6202	167.122	84.2572	67.6275	98.3325	67.7788	66.2422	77.5487	81.8519	76.9905	88.3487	73.3746	97.0071	53.5736	83.0876	87.076	81.0715	63.1287	167.244	80.3849
